ID,Latitude,Longitude,CD1,CD2,CD3,CD4,WD1,WD2,WD3,WD4,BS
1201,42.61,6.76,,,,5.89,,,,132.30,1.00
1202,42.57,6.80,,,,7.86,,,,176.40,1.00
1203,42.52,6.85,,,,3.93,,,,63.70,1.00
1204,42.48,6.89,,,,0.00,,,,0.00,1.00
1205,42.43,6.94,,,,0.00,,,,0.00,1.00
1206,42.38,6.98,,,,3.93,,,,39.20,1.00
1207,42.22,7.12,,,,0.00,,,,0.00,2.00
1208,42.25,7.14,,,,0.00,,,,0.00,2.00
1209,42.28,7.19,,,,0.00,,,,0.00,2.00
1210,42.30,7.23,,,,0.00,,,,0.00,1.00
1211,42.34,7.29,,,,1.96,,,,19.60,1.00
1212,42.37,7.34,,,,3.93,,,,39.20,2.00
1213,42.40,7.39,,,,0.00,,,,0.00,2.00
1214,42.42,7.42,,,,0.00,,,,0.00,2.00
1215,42.47,7.45,,,,1.96,,,,19.60,2.00
1216,42.52,7.47,,,,5.89,,,,58.80,1.50
1217,42.56,7.48,,,,0.00,,,,0.00,1.50
1218,42.60,7.49,,,,7.86,,,,78.40,1.50
1219,42.64,7.45,,,,1.96,,,,19.60,1.00
1220,42.64,7.43,,,,0.00,,,,0.00,1.00
1221,42.68,7.39,,,,11.79,,,,117.60,0.50
1222,42.71,7.34,,,,0.00,,,,0.00,1.00
1223,42.74,7.29,,,,9.82,,,,214.00,1.00
1224,42.78,7.24,,,,1.96,,,,19.60,1.00
1225,42.81,7.19,,,,11.79,,,,117.60,1.00
1226,42.85,7.15,,,,0.00,,,,0.00,1.00
1227,42.91,7.02,,,,0.00,,,,0.00,0.00
1228,42.94,6.97,,,,7.86,,,,78.40,0.00
1229,42.97,6.98,,,,1.96,,,,19.60,0.00
1230,43.48,7.15,,,,0.00,,,,0.00,1.50
1231,43.45,7.20,,,,0.00,,,,0.00,1.50
1232,43.43,7.25,,,,0.00,,,,0.00,1.50
1233,43.40,7.35,,,,0.00,,,,0.00,1.50
1234,43.38,7.37,,,,0.00,,,,0.00,1.50
1235,43.34,7.40,,,,1.96,,,,135.60,1.50
1236,43.33,7.41,,,,0.00,,,,0.00,2.00
1237,43.29,7.45,,,,0.00,,,,0.00,2.00
1238,43.26,7.48,,,,0.00,,,,0.00,1.50
1239,43.26,7.48,,,,0.00,,,,0.00,1.00
1240,43.24,7.43,,,,9.82,,,,254.80,0.50
1241,43.23,7.33,,,,0.00,,,,0.00,0.00
1242,43.22,7.26,,,,7.86,,,,194.40,0.00
1243,43.18,7.25,,,,0.00,,,,0.00,0.50
1244,43.16,7.24,,,,0.00,,,,0.00,0.50
1245,43.13,7.25,,,,0.00,,,,0.00,0.50
1246,43.13,7.25,,,,0.00,,,,0.00,0.50
1247,43.13,7.23,,,,0.00,,,,0.00,2.00
1248,43.10,7.07,,,,0.00,,,,0.00,1.50
1249,43.09,7.02,,,,0.00,,,,0.00,1.50
1250,43.00,6.97,,,,0.00,,,,0.00,1.00
1251,42.98,6.93,,,,0.00,,,,0.00,1.00
1252,42.83,6.67,,,,5.89,,,,58.80,2.00
1253,42.96,6.38,,,,0.00,,,,0.00,1.50
1254,42.92,6.42,,,,0.00,,,,0.00,1.50
1255,42.88,6.47,,,,1.96,,,,176.40,1.50
1256,42.84,6.51,,,,9.82,,,,254.80,0.00
1257,42.80,6.55,,,,11.79,,,,117.60,1.50
1258,42.78,6.58,,,,0.00,,,,0.00,1.50
1259,42.74,6.62,,,,5.89,,,,58.80,1.50
1260,42.70,6.67,,,,1.96,,,,19.60,1.50
1261,42.66,6.71,,,,3.93,,,,39.20,1.50
1262,42.61,6.75,,,,3.93,,,,39.20,2.00
1263,42.57,6.79,,,,13.75,,,,137.20,2.00
1264,42.53,6.84,,,,1.96,,,,19.60,2.50
1265,42.45,7.24,,,,0.00,,,,0.00,15.00
1266,42.49,7.28,,,,0.00,,,,0.00,15.00
1267,42.78,7.16,,,,0.00,,,,0.00,1.00
1268,42.83,7.15,,,,13.75,,,,137.20,0.00
1269,42.88,7.15,,,,7.86,,,,78.40,0.00
1270,42.90,7.11,,,,0.00,,,,0.00,1.00
1271,42.95,7.11,,,,13.75,,,,294.00,1.00
1272,43.00,7.12,,,,11.79,,,,738.52,1.00
1273,43.05,7.13,,,,7.86,,,,102.90,0.00
1274,43.10,7.13,,,,3.93,,,,39.20,1.00
1275,43.13,7.17,,,,3.93,,,,155.20,1.00
1276,43.16,7.23,,,,3.93,,,,39.20,1.00
1277,43.18,7.31,,,,0.00,,,,0.00,1.00
1278,43.21,7.36,,,,11.79,,,,117.60,1.00
1279,43.25,7.41,,,,3.93,,,,39.20,1.00
1280,43.28,7.46,,,,3.93,,,,271.30,1.00
1281,43.31,7.50,,,,3.93,,,,39.20,1.00
1282,43.32,7.51,,,,0.00,,,,0.00,1.00
1283,43.35,7.46,,,,5.89,,,,174.80,1.00
1284,43.38,7.40,,,,1.96,,,,19.60,1.00
1285,43.42,7.35,,,,1.96,,,,19.60,1.00
1286,43.46,7.30,,,,0.00,,,,0.00,1.50
1287,43.50,7.25,,,,9.82,,,,254.80,1.50
1288,43.53,7.21,,,,9.82,,,,98.00,1.50
1289,43.28,7.21,,,,0.00,,,,0.00,2.00
1290,43.26,7.27,,,,0.00,,,,0.00,2.00
1291,43.23,7.31,,,,0.00,,,,0.00,2.00
1292,43.21,7.32,,,,0.00,,,,0.00,1.00
1293,43.17,7.35,,,,0.00,,,,0.00,1.00
1294,43.14,7.37,,,,0.00,,,,0.00,1.00
1295,43.10,7.40,,,,1.96,,,,19.60,1.00
1296,43.05,7.43,,,,1.96,,,,19.60,1.50
1297,43.04,7.45,,,,0.00,,,,0.00,2.00
1298,42.99,7.48,,,,0.00,,,,0.00,2.50
1299,42.94,7.51,,,,0.00,,,,0.00,3.00
1300,42.51,8.52,,,,0.00,,,,0.00,1.00
1301,42.55,8.54,,,,1.96,,,,135.60,1.50
1302,42.60,8.56,,,,0.00,,,,0.00,1.00
1303,42.63,8.59,,,,0.00,,,,0.00,2.00
1304,42.66,8.62,,,,1.96,,,,19.60,2.00
1305,42.69,8.66,,,,0.00,,,,0.00,2.00
1306,42.73,8.66,,,,0.00,,,,0.00,2.00
1307,42.78,8.66,,,,0.00,,,,0.00,2.00
1308,43.11,8.40,,,,0.00,,,,0.00,2.00
1309,43.13,8.36,,,,0.00,,,,0.00,2.00
1310,43.17,8.29,,,,0.00,,,,0.00,2.00
1311,43.15,8.33,,,,0.00,,,,0.00,1.50
1312,43.15,8.32,,,,0.00,,,,0.00,1.50
1313,43.11,8.28,,,,1.96,,,,292.40,1.00
1314,43.08,8.25,,,,0.00,,,,0.00,1.00
1315,43.08,8.24,,,,0.00,,,,0.00,1.00
1316,43.05,8.20,,,,0.00,,,,0.00,1.00
1317,43.01,8.16,,,,1.96,,,,19.60,0.50
1318,42.98,8.11,,,,0.00,,,,0.00,0.50
1319,42.99,8.05,,,,0.00,,,,0.00,1.00
1320,42.99,8.04,,,,0.00,,,,0.00,1.00
1321,43.02,7.97,,,,0.00,,,,0.00,1.50
1322,43.07,7.85,,,,0.00,,,,0.00,1.50
1323,43.09,7.81,,,,0.00,,,,0.00,3.00
1324,43.10,7.76,,,,1.96,,,,19.60,2.50
1325,43.11,7.69,,,,5.89,,,,271.30,1.00
1326,43.11,7.64,,,,0.00,,,,0.00,1.00
1327,43.13,7.65,,,,0.00,,,,0.00,1.00
1328,43.13,7.59,,,,1.96,,,,19.60,1.00
1329,43.12,7.53,,,,1.96,,,,19.60,1.00
1330,43.12,7.47,,,,0.00,,,,0.00,1.00
1331,42.86,6.78,,,,0.00,,,,0.00,2.00
1332,42.88,6.82,,,,0.00,,,,0.00,2.00
1333,42.90,6.86,,,,0.00,,,,0.00,2.00
1334,42.92,6.90,,,,0.00,,,,0.00,2.00
1335,42.94,6.94,,,,3.93,,,,39.20,2.50
1336,42.96,6.99,,,,0.00,,,,0.00,2.00
1337,42.98,7.03,,,,1.96,,,,19.60,2.00
1338,42.99,7.04,,,,0.00,,,,0.00,2.00
1339,43.02,7.06,,,,0.00,,,,313.60,2.00
1340,43.07,7.08,,,,1.96,,,,19.60,1.50
1341,43.10,7.10,,,,3.93,,,,39.20,1.50
1342,43.13,7.09,,,,0.00,,,,0.00,0.50
1343,43.17,7.12,,,,3.93,,,,39.20,1.00
1344,43.19,7.15,,,,0.00,,,,0.00,1.00
1345,43.23,7.18,,,,0.00,,,,0.00,1.00
1346,42.87,6.83,,,,0.00,,,,0.00,1.00
1347,42.86,6.77,,,,1.96,,,,19.60,2.00
1348,42.84,6.70,,,,1.96,,,,19.60,
1349,42.83,6.65,,,,7.86,,,,351.20,
1350,42.83,6.61,,,,0.00,,,,0.00,2.00
1351,42.82,6.55,,,,0.00,,,,156.80,1.00
1352,42.80,6.49,,,,3.93,,,,39.20,2.50
1353,42.81,6.47,,,,0.00,,,,0.00,2.50
1354,42.79,6.41,,,,0.00,,,,0.00,2.50
1355,42.77,6.35,,,,1.96,,,,19.60,2.00
1356,42.72,6.35,,,,0.00,,,,0.00,2.00
1357,42.72,6.29,,,,1.96,,,,19.60,1.00
1358,42.72,6.23,,,,0.00,,,,0.00,2.00
1359,42.71,6.24,,,,0.00,,,,0.00,2.00
1360,42.71,6.24,,,,0.00,,,,0.00,2.00
1361,42.67,6.21,,,,1.96,,,,19.60,1.00
1362,42.62,6.19,,,,1.96,,,,19.60,1.00
1363,42.58,6.17,,,,1.96,,,,19.60,1.00
1364,42.53,6.15,,,,0.00,,,,0.00,1.00
1365,42.49,6.13,,,,0.00,,,,0.00,1.00
1366,42.51,6.06,,,,0.00,,,,0.00,1.00
1367,42.52,6.01,,,,0.00,,,,0.00,1.00
1368,42.53,5.96,,,,0.00,,,,0.00,1.00
1369,42.55,5.90,,,,1.96,,,,19.60,1.00
1370,42.58,5.89,,,,0.00,,,,0.00,2.00
1371,42.62,5.92,,,,1.96,,,,176.40,2.00
1372,42.67,5.94,,,,3.93,,,,196.00,2.00
1373,42.70,5.96,,,,3.93,,,,39.20,3.00
1374,42.79,5.97,,,,0.00,,,,0.00,3.00
1375,42.77,6.02,,,,0.00,,,,0.00,3.00
1376,42.74,6.07,,,,1.96,,,,19.60,3.00
1377,42.72,6.11,,,,1.96,,,,19.60,2.00
1378,42.72,6.16,,,,1.96,,,,19.60,1.00
1379,42.73,6.22,,,,5.89,,,,58.80,1.00
1380,42.75,6.27,,,,0.00,,,,0.00,1.00
1381,42.80,6.28,,,,0.00,,,,0.00,1.00
1382,42.79,6.33,,,,1.96,,,,19.60,1.00
1383,42.78,6.34,,,,0.00,,,,0.00,1.00
1384,42.79,6.36,,,,0.00,,,,0.00,1.00
1385,42.80,6.40,,,,3.93,,,,39.20,1.00
1386,42.80,6.45,,,,0.00,,,,0.00,1.00
1387,42.96,6.38,,,,0.00,,,,0.00,1.00
1388,42.92,6.42,,,,7.86,,,,194.40,1.00
1389,42.88,6.46,,,,3.93,,,,271.30,1.00
1390,42.85,6.50,,,,5.89,,,,406.90,2.00
1391,42.81,6.54,,,,0.00,,,,0.00,2.00
1392,42.77,6.59,,,,0.00,,,,0.00,2.00
1393,42.73,6.63,,,,0.00,,,,0.00,2.00
1394,42.69,6.68,,,,0.00,,,,0.00,1.00
1395,42.64,6.78,,,,0.00,,,,0.00,0.00
1396,42.60,6.81,,,,7.86,,,,194.40,0.00
1397,42.37,7.05,,,,0.00,,,,0.00,1.00
1398,42.33,7.08,,,,0.00,,,,0.00,1.00
1399,42.76,5.99,,,,0.00,,,,0.00,2.00
1400,42.77,5.92,,,,0.00,,,,0.00,2.00
1401,42.78,5.85,,,,1.96,,,,19.60,2.00
1402,43.07,5.65,,,,0.00,,,,0.00,1.00
1403,43.06,5.58,,,,0.00,,,,0.00,1.00
1404,43.05,5.52,,,,1.96,,,,19.60,1.00
1405,43.04,5.45,,,,0.00,,,,0.00,1.00
1406,42.85,5.03,,,,0.00,,,,0.00,1.00
1407,42.81,4.99,,,,3.93,,,,155.20,1.00
1408,42.79,4.97,,,,3.93,,,,39.20,1.00
1409,42.79,4.97,,,,0.00,,,,0.00,1.00
1410,42.77,4.96,,,,1.96,,,,19.60,1.00
1411,42.72,4.96,,,,0.00,,,,0.00,0.50
1412,42.67,4.96,,,,1.96,,,,19.60,0.50
1413,42.63,4.98,,,,1.96,,,,19.60,0.50
1414,42.59,5.02,,,,0.00,,,,0.00,1.00
1415,42.55,5.05,,,,0.00,,,,0.00,1.00
1416,42.51,5.09,,,,0.00,,,,156.80,2.00
1417,42.90,5.72,,,,0.00,,,,0.00,1.50
1418,42.89,5.78,,,,1.96,,,,19.60,1.50
1419,42.88,5.80,,,,0.00,,,,0.00,1.50
1420,42.92,5.83,,,,0.00,,,,0.00,1.00
1421,42.95,5.86,,,,5.89,,,,58.80,1.00
1422,42.95,5.86,,,,0.00,,,,0.00,1.00
1423,42.93,5.90,,,,9.82,,,,330.10,1.00
1424,42.92,5.94,,,,1.96,,,,19.60,1.00
1425,42.90,5.99,,,,3.93,,,,39.20,1.00
1426,-33.91,18.32,,,103.80,6.70,,,993.20,51.50,2.50
1427,-34.50,16.88,,,0.80,1.00,,,6.50,25.70,3.00
1428,-34.50,13.77,,,0.70,0.90,,,8.50,40.60,3.00
1429,-34.50,12.63,,,2.40,0.00,,,12.10,0.00,2.50
1430,-34.50,8.13,,,1.30,0.60,,,48.20,52.40,3.50
1431,-34.50,3.39,,,6.90,4.10,,,48.50,297.10,3.00
1432,-34.50,2.74,,,0.00,1.40,,,0.00,24.00,3.50
1433,-34.65,-0.70,,,2.90,0.60,,,44.20,192.20,3.00
1434,-34.80,-1.42,,,1.70,1.10,,,56.80,255.60,3.00
1435,-34.95,-2.13,,,1.20,1.60,,,35.80,270.40,3.00
1436,-35.06,-2.66,,,1.20,0.90,,,20.00,120.70,3.00
1437,-35.94,-6.92,,,0.70,0.00,,,14.10,0.00,2.00
1438,-36.10,-7.70,,,0.70,0.00,,,14.20,0.00,3.00
1439,-36.26,-8.49,,,2.00,1.50,,,28.50,473.60,3.00
1440,-37.42,-12.46,,,0.00,0.50,,,0.00,133.30,3.00
1441,-38.20,-11.76,,,0.00,0.00,,,0.00,0.00,3.00
1442,-37.04,-12.24,,,0.80,0.00,,,7.50,0.00,3.50
1443,-36.71,-8.46,,,0.00,0.00,,,0.00,0.00,3.00
1444,-36.64,-7.75,,,0.00,0.00,,,0.00,0.00,2.00
1445,-36.58,-7.04,,,1.90,1.00,,,56.40,89.70,2.00
1446,-36.52,-6.37,,,2.10,0.00,,,38.40,0.00,2.00
1447,-36.45,-5.54,,,0.00,0.00,,,0.00,0.00,2.00
1448,-36.14,-2.02,,,2.30,0.00,,,41.70,0.00,3.00
1449,-36.09,-1.39,,,0.90,1.50,,,21.20,170.40,3.50
1450,-36.03,-0.75,,,1.80,0.40,,,18.10,191.70,4.00
1451,-35.96,-0.06,,,3.90,1.50,,,67.10,117.00,4.00
1452,-35.88,0.62,,,1.60,0.60,,,21.80,8.90,3.00
1453,-35.28,5.91,,,5.10,0.00,,,58.10,0.00,2.50
1454,-35.19,6.74,,,3.20,1.80,,,23.30,73.90,2.50
1455,-35.11,7.42,,,4.90,2.70,,,82.30,225.70,2.50
1456,-35.04,8.11,,,4.60,2.00,,,121.80,355.20,2.50
1457,-34.96,8.80,,,6.00,4.40,,,87.30,214.80,2.50
1458,-34.43,13.47,,,0.00,1.30,,,0.00,182.60,2.00
1459,-34.38,14.06,,,2.60,0.00,,,17.50,0.00,2.00
1460,-34.38,14.49,,,0.00,0.80,,,0.00,28.20,2.50
1461,-34.39,14.96,,,0.70,4.00,,,22.40,1381.60,3.00
1462,-34.39,15.44,,,2.60,2.20,,,56.20,193.20,3.00
1463,-33.90,18.29,,,21.20,3.20,,,134.20,90.20,2.00
1464,-34.00,15.09,,,0.00,0.30,,,0.00,12.90,5.00
1465,-34.67,14.16,,,0.00,0.00,,,0.00,0.00,4.00
1466,-35.14,13.80,,,0.00,0.00,,,0.00,0.00,3.00
1467,-37.66,11.90,,,0.00,0.00,,,0.00,0.00,3.00
1468,-38.52,11.23,,,1.30,0.50,,,29.00,30.90,3.00
1469,-39.13,10.75,,,0.00,0.00,,,0.00,0.00,2.00
1470,-42.42,8.09,,,0.00,0.00,,,0.00,0.00,3.00
1471,-42.91,7.92,,,0.00,0.00,,,0.00,0.00,4.00
1472,-44.77,6.92,,,0.00,0.00,,,0.00,0.00,4.00
1473,-45.27,6.43,,,0.00,0.00,,,0.00,0.00,3.00
1474,-45.79,5.91,,,0.00,0.00,,,0.00,0.00,3.50
1475,-46.09,5.61,,,0.00,0.00,,,0.00,0.00,4.00
1476,-47.84,3.89,,,0.00,0.00,,,0.00,0.00,4.50
1477,-48.28,3.43,,,0.00,0.00,,,0.00,0.00,5.00
1478,-48.63,3.03,,,0.00,0.00,,,0.00,0.00,4.50
1479,-50.15,1.40,,,0.00,0.00,,,0.00,0.00,4.00
1480,-50.68,0.83,,,0.00,0.00,,,0.00,0.00,4.00
1481,-51.11,0.34,,,0.00,0.00,,,0.00,0.00,4.00
1482,-51.37,0.02,,,0.00,0.00,,,0.00,0.00,4.00
1483,-54.06,0.00,,,0.00,0.00,,,0.00,0.00,4.50
1484,-54.88,0.00,,,0.00,0.00,,,0.00,0.00,4.50
1485,-57.73,0.00,,,0.00,0.00,,,0.00,0.00,4.50
1486,-58.76,0.00,,,0.00,0.00,,,0.00,0.00,4.50
1487,-59.48,0.01,,,0.00,0.20,,,0.00,114.00,4.50
1488,-62.02,0.01,,,0.00,0.00,,,0.00,0.00,3.50
1489,-63.10,0.00,,,0.00,0.00,,,0.00,0.00,3.00
1490,5.63,83.14,1817.53,0.00,0.00,,0.02,0.00,0.00,,5.00
1491,5.71,83.71,1924.17,641.39,0.00,,0.02,1.99,0.00,,5.00
1492,5.90,85.00,0.00,656.04,0.00,,0.00,11.46,0.00,,4.00
1493,5.97,85.70,604.01,1510.01,0.00,,0.03,1.27,0.00,,4.00
1494,6.16,86.94,240.10,240.10,0.00,,0.02,0.24,0.00,,4.00
1495,6.24,87.62,436.84,218.42,0.00,,0.02,1.42,0.00,,4.00
1496,6.42,88.75,289.07,578.15,0.00,,0.03,0.09,0.00,,4.00
1497,6.47,89.37,555.25,277.63,0.00,,0.03,8.61,0.00,,4.00
1498,6.63,90.56,871.95,290.65,0.00,,0.03,0.29,0.00,,3.00
1499,6.52,91.14,599.53,3597.19,0.00,,0.02,11.77,0.00,,3.00
1500,6.48,92.26,16339.26,13530.95,510.60,,1.89,25.27,23.56,,2.00
1501,6.49,92.90,7064.18,6843.42,441.51,,1.13,22.85,25.23,,3.00
1502,6.55,93.68,5112.19,340.81,0.00,,0.51,0.07,0.00,,2.00
1503,6.70,94.13,773.41,1031.21,0.00,,0.03,0.26,0.00,,2.00
1504,6.85,94.86,13494.21,1840.12,0.00,,5.28,3.62,0.00,,3.00
1505,6.93,95.34,1628.84,814.42,0.00,,0.08,4.19,0.00,,5.00
1506,7.01,96.30,1044.91,1253.89,0.00,,0.25,2.47,0.00,,4.00
1507,7.28,96.90,750.68,2815.04,0.00,,0.02,3.28,0.00,,5.00
1508,2.30,101.85,,,2146.00,112.90,,,4099.50,11963.90,2.50
1509,2.42,101.69,,,4390.50,203.90,,,7939.60,24196.40,3.00
1510,2.65,101.38,,,2324.30,118.40,,,4508.30,12865.30,1.50
1511,2.86,100.98,,,1200.70,102.40,,,3408.30,17364.30,1.50
1512,3.16,100.64,,,236.30,20.50,,,637.60,3667.00,1.50
1513,3.47,100.26,,,93.30,7.90,,,265.40,647.80,2.50
1514,5.51,97.48,,,108.10,17.10,,,480.20,5224.80,2.50
1515,5.64,97.03,,,110.40,15.80,,,453.70,4852.40,4.50
1516,5.77,96.59,,,135.40,10.20,,,416.20,2440.10,8.00
1517,5.90,96.15,,,78.40,6.20,,,248.00,729.60,7.00
1518,6.03,95.71,,,2.30,0.50,,,8.40,708.90,6.50
1519,6.17,95.28,,,4.90,1.60,,,38.60,284.30,6.00
1520,6.98,92.55,,,4.10,4.90,,,29.00,647.50,7.50
1521,7.13,92.03,,,12.60,8.70,,,55.70,2273.90,7.50
1522,7.27,91.55,,,8.40,3.60,,,17.50,625.40,7.50
1523,7.41,91.07,,,3.50,3.30,,,14.60,1645.30,7.00
1524,8.74,89.26,,,2.00,0.00,,,15.70,0.00,6.50
1525,9.11,89.15,,,11.90,5.70,,,38.50,1724.80,5.50
1526,9.50,89.04,,,5.90,2.00,,,12.60,78.80,7.00
1527,9.93,88.92,,,1.60,0.60,,,4.10,221.90,7.00
1528,10.36,88.80,,,1.70,1.30,,,3.30,45.40,7.50
1529,10.80,88.68,,,0.90,0.70,,,0.90,53.30,7.00
1530,11.84,88.60,,,0.80,0.60,,,1.60,46.70,7.00
1531,12.29,88.72,,,3.20,1.90,,,5.60,106.70,6.50
1532,12.75,88.75,,,1.60,0.40,,,1.60,358.50,6.50
1533,14.82,89.10,,,5.60,3.10,,,30.50,204.10,3.50
1534,15.28,89.17,,,1.70,0.70,,,14.60,50.40,5.50
1535,17.47,89.51,,,17.10,5.90,,,64.20,1276.00,5.50
1536,18.02,89.55,,,7.20,2.60,,,24.20,541.20,5.50
1537,17.94,89.34,,,30.00,6.70,,,82.40,1912.60,5.50
1538,18.03,89.68,,,20.50,2.30,,,49.80,265.80,6.00
1539,17.53,89.64,,,5.90,4.70,,,23.00,2228.90,6.00
1540,16.04,87.96,,,7.00,0.00,,,21.80,0.00,6.00
1541,16.48,87.82,,,4.10,0.00,,,18.20,0.00,6.50
1542,16.04,87.87,,,7.40,2.20,,,17.50,41.10,6.00
1543,15.88,88.27,,,9.60,1.30,,,13.60,1334.20,5.50
1544,15.50,88.55,,,1.60,0.00,,,8.20,0.00,4.50
1545,15.13,88.83,,,6.70,0.00,,,13.30,0.00,4.50
1546,12.69,88.78,,,1.30,0.50,,,3.40,441.50,6.00
1547,12.14,88.70,,,1.60,1.30,,,3.20,577.80,5.00
1548,9.39,89.07,,,1.30,0.00,,,11.30,0.00,7.50
1549,8.84,89.29,,,2.10,0.60,,,13.50,10.60,7.00
1550,8.29,89.39,,,0.80,0.00,,,12.50,0.00,7.50
1551,7.86,89.54,,,1.70,0.00,,,2.50,0.00,7.00
1552,7.45,89.69,,,1.70,1.30,,,5.00,105.50,7.00
1553,7.03,89.84,,,5.50,0.60,,,32.40,1274.10,7.00
1554,6.72,90.01,,,1.60,1.30,,,3.30,99.10,7.00
1555,6.81,91.38,,,0.80,0.70,,,1.70,52.10,6.50
1556,6.71,91.83,,,0.00,1.40,,,0.00,111.60,5.50
1557,6.63,92.23,,,11.10,2.90,,,79.30,179.80,5.50
1558,6.55,92.62,,,13.90,5.80,,,89.00,1948.00,6.00
1559,6.46,93.02,,,24.60,2.90,,,144.90,221.30,6.00
1560,6.38,93.42,,,12.40,3.20,,,80.40,600.10,6.50
1561,5.75,96.15,,,435.40,9.80,,,1088.40,547.20,2.50
1562,5.64,96.56,,,61.70,10.30,,,177.60,504.30,2.50
1563,5.53,96.96,,,215.20,24.80,,,519.60,1295.00,1.50
1564,5.42,97.35,,,297.90,12.00,,,747.20,1376.70,3.50
1565,5.23,97.71,,,280.80,12.80,,,788.90,522.70,4.00
1566,5.00,98.06,,,165.50,18.50,,,386.50,3567.80,3.50
1567,3.29,100.29,,,94.50,5.30,,,178.00,248.30,3.00
1568,3.02,100.63,,,11.50,1.70,,,55.90,62.80,4.00
1569,2.80,100.98,,,41.60,5.00,,,114.10,2208.40,3.50
1570,2.60,101.35,,,83.90,19.50,,,250.20,2000.70,2.00
1571,2.36,101.69,,,328.90,13.20,,,614.40,920.40,2.50
